OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type
OTU1265,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,,,,,,,,,,,,,,,,,,,,
OTU1266,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU1267,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1268,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,,,dung_saprotroph,,,,,dung,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1269,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella septenaria,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU1270,Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU1271,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU1272,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1273,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,Hyphoderma medioburiense,,wood_saprotroph,,,,,wood,white_rot,partly_aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU1274,Fungi,Ascomycota,Dothideomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU1275,Fungi,Basidiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1276,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,,plant_pathogen,litter_saprotroph,"hypervariable,_saprotroph,_pathogen,damping-off_pathogen",foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,soil,animal_material",soft_rot,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,soft_rot,
OTU1277,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha intacta,,litter_saprotroph,wood_saprotroph,"ectomycorrhizal_H._Bicolor,_H._Finlandica,_ericoid_mycorrhizal_H._Variabilis,_plant_pathogen_some_species",,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,partly_freshwater_(partly_non-aquatic),,mosses,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU1278,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU1279,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,,,dung_saprotroph,foliar_endophyte,litter_saprotroph_some_species,foliar_endophyte,,"leaf/fruit/seed,dung",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1280,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,,,soil_saprotroph,root_endophyte_dark_septate,"mycoparasite_some_species,animal_pathogen_some_species",root_endophyte_dark_septate,,soil,,non-aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU1281,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria ovoidea,,litter_saprotroph,wood_saprotroph,,foliar_endophyte,,"wood,leaf/fruit/seed",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1283,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU1284,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria nodosa,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1285,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella,Sporormiella australis,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU1286,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1287,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neodidymelliopsis,Neodidymelliopsis ranunculi,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,,,
OTU1288,Fungi,Basidiomycota,Agaricostilbomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU1289,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium arxii,,unspecified_saprotroph,,,,,,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1291,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora phaeophora,,litter_saprotroph,plant_pathogen,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed,soil,dung,animal_material",,partly_aquatic,animal_parasite,,dimorphic_yeast,,,,,,,,
OTU1292,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,
OTU1293,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU1294,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU1295,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,,Atractospora,,,wood_saprotroph,,,,,wood,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1296,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU1297,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,,,agaricoid
OTU1298,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus cirrosus,,soil_saprotroph,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil",,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1299,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema macrosporum,,unspecified_saprotroph,animal_decomposer,,no_endophytic_capacity,,animal_material,other,non-aquatic,animal-associated/opportunistic_human_parasite,,dimorphic_yeast,other,,,,,,other,other
OTU1300,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cordieritidaceae,,,,,,,,,,,,,,,,,,,,,,
OTU1301,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,Podospora fabiformis,,dung_saprotroph,foliar_endophyte,litter_saprotroph_some_species,foliar_endophyte,,"leaf/fruit/seed,dung",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1302,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1304,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber californicum,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,gasteroid-hypogeous,closed,short-distance_delicate,/tuber-helvella,,,,gasteroid-hypogeous
OTU1305,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU1306,Fungi,Basidiomycota,Microbotryomycetes,,,Curvibasidium,,,wood_saprotroph,litter_saprotroph,"hypervariable,_saprotroph_and_epiphyte",,,"wood,leaf/fruit/seed,soil",,non-aquatic,,,dimorphic_yeast,none,none,,,,,,none
OTU1307,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,,,litter_saprotroph,plant_pathogen,,no_endophytic_capacity,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1308,Fungi,Mucoromycota,Endogonomycetes,,,,,,,,,,,,,,,,,,,,,,,,
OTU1309,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Byssocorticiaceae,Leptosporomyces,,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU1311,Fungi,Ascomycota,Eurotiomycetes,Onygenales,,Spiromastix,,,soil_saprotroph,,,,,soil,,non-aquatic,opportunistic_animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU1312,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,,dung_saprotroph,litter_saprotroph,litter_saprotroph_some_species,,,"leaf/fruit/seed,dung",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU1313,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula californiae,,root_endophyte,soil_saprotroph,litter_saprotroph_many_species,root_endophyte,leaf/fruit/seed_pathogen,soil,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU1314,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,,,mycoparasite,,litter_saprotroph_some_species,,,fungal_material,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU1315,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,,,,,,,,,,,,,,,,,,,,,,
OTU1316,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Pectenia,,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,cyanobacterial,,,apothecium_(hymenium_on_surface)
OTU1317,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU1319,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,poroid,,,,,white_rot,corticioid
OTU1320,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,,,,,,,,,,,,,,,,,,,,,,,
OTU1321,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephora,,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,medium-distance_smooth,/tomentella-thelephora,,,,clavarioid
OTU1322,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU1323,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Hyphodermella,,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU1324,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1325,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1326,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU1327,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU1328,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia pannonica,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,dimorphic_yeast,none,none,,,,,,none
OTU1330,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,,,,,,,,,,,,,,,,,,,,
OTU1331,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,,,,,,,,,,,,,,,,,,,,,
OTU1332,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,,,,,,,,,,,,,,,,,
OTU1333,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,Trichaptum,Trichaptum fuscoviolaceum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,polyporoid,poroid,,,,,white_rot,polyporoid
OTU1334,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,,,dung_saprotroph,,,,,dung,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU1335,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala opportunistica,,animal_parasite,litter_saprotroph,,root_endophyte_dark_septate,root-associated,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU1337,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Helicogloea,,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,corticioid,gel,,,,,,corticioid
OTU1338,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU1339,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,,,,,,,,,,,,,,,,,,,,,,,
OTU1340,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,Alfaria junci,,litter_saprotroph,soil_saprotroph,,,,"leaf/fruit/seed,soil",,,,,filamentous_mycelium,none,none,,,,,,none
OTU1341,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Galerina,Galerina marginata,,wood_saprotroph,litter_saprotroph,,,leaf/fruit/seed_pathogen,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
