OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont,Decay_type,Fruitbody_type
OTU4773,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4775,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU4776,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4778,Fungi,Ascomycota,Dothideomycetes,Neocelosporiales,Neocelosporiaceae,Neocelosporium,Neocelosporium eucalypti,,,,,,,,,non-aquatic,,Eucalyptus ,filamentous_mycelium,,,,,,,,
OTU4779,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4780,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Tubakiaceae,Tubakia,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU4784,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Cyphellopsis,Cyphellopsis anomala,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,cyphelloid,smooth,,,,,,cyphelloid
OTU4787,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4788,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU4790,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor saturninus,,soil_saprotroph,,,,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,mold,none
OTU4791,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4792,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4793,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4794,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4795,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Hemimycena,,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU4796,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4797,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,,,animal_parasite,litter_saprotroph,,root_endophyte_dark_septate,root-associated,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU4798,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia circinata,,plant_pathogen,foliar_endophyte,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU4801,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4805,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4806,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4808,Fungi,Chytridiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4809,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium virgatum,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU4811,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4814,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,,,animal_parasite,litter_saprotroph,,root_endophyte_dark_septate,root-associated,"leaf/fruit/seed,animal_material",,partly_aquatic,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,,,
OTU4818,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,chitinolytic,none
OTU4819,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4824,Fungi,Basidiobolomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4825,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma nitens,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,,,agaricoid
OTU4826,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Hohenbuehelia,Hohenbuehelia nimueae,,wood_saprotroph,nematophagous,,,,"wood,animal_material",white_rot,non-aquatic,nematophagous,,filamentous_mycelium,agaricoid,gills,,,,,white_rot,agaricoid
OTU4827,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,,,unspecified_saprotroph,,,,,,,non-aquatic,,,yeast,,,,,,,,
OTU4829,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus albonigrescens,,soil_saprotroph,litter_saprotroph,,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil",,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU4830,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,,,,,,,,,,,,,,,,,,,,,
OTU4831,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4832,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Malbranchea,,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,,,,,,,,
OTU4833,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4836,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_aquatic,,,filamentous_mycelium,,,,,,,,
OTU4837,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4838,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,Zopfiella pleuropora,,dung_saprotroph,,,,,dung,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU4840,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4841,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4842,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4843,Fungi,Mucoromycota,Endogonomycetes,Endogonales,,,,,,,,,,,,,,,,,,,,,,,
OTU4844,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,partly_aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU4845,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma mujuensis,,unspecified_saprotroph,,,,,,,non-aquatic,,,yeast,,,,,,,,
OTU4846,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4852,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4854,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,Fonsecazyma tronadorensis,,unspecified_saprotroph,,,,,,,non-aquatic,,,yeast,,,,,,,,
OTU4855,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4856,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4857,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4859,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4861,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU4863,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU4864,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU4865,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,,,,,,,,,,,,,,,,,,,,
OTU4872,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4874,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria ciliata,,litter_saprotroph,wood_saprotroph,,foliar_endophyte,,"wood,leaf/fruit/seed",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU4881,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4885,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Arthroderma,,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU4886,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,,synonym of Orbilia,wood_saprotroph,animal_parasite,,,,"wood,leaf/fruit/seed,soil,fungal_material",,partly_aquatic,nematophagous,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU4888,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Fonsecazyma,,,unspecified_saprotroph,,,,,,,non-aquatic,,,yeast,,,,,,,,
OTU4889,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4894,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4896,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU4899,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,,,,,,,,,,,,,,,,,,,,,
OTU4900,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Stachylidium,Stachylidium bicolor,,animal_parasite,animal_decomposer,,,,animal_material,,partly_aquatic,animal_parasite,,filamentous_mycelium,none,none,,,,,,none
OTU4901,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Rasamsonia,Rasamsonia columbiensis,,soil_saprotroph,animal_parasite,extremophile_thermophile,,,"soil,animal_material",mold,non-aquatic,opportunistic_human_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,mold,"cleistothecium_(closed,_spherical)"
OTU4902,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4905,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor saturninus,,soil_saprotroph,,,,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,,mold,none
OTU4908,Fungi,Rozellomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4911,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU4921,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Chrysosporium,,,wood_saprotroph,,,,,wood,soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU4924,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Skoua,Skoua fertilis,,pollen_saprotroph,animal-associated,,,,pollen,,non-aquatic,arthropod-associated,Apis,filamentous_mycelium,,,,,,,,
OTU4926,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium escuderoi,,soil_saprotroph,,,,,soil,,partly_aquatic,,,yeast,none,none,,,,,,none
OTU4928,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4933,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU4935,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,,,,,,,,,,,,,,,,,,,,,
OTU4943,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4946,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,,,,,,,,,,,,,,,,,,,,
OTU4955,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,,,,,,,,,,,,,,,,,,,,
OTU4956,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,,,,,,,,,,,,,,,,,,,,,,
OTU4958,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Fimicolochytrium,,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU4960,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,,,mycoparasite,fungal_decomposer,,,,fungal_material,,non-aquatic,,,dimorphic_yeast,tremelloid,,,,,,,tremelloid
OTU4961,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,,,,,,,,,,,,,,,,,,,,,
OTU4966,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,,,,,,,,,,,,,,,,,,,,,
OTU4967,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Rhizomarasmius,Rhizomarasmius setosus,,litter_saprotroph,,wood_saprotroph_some_species,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU4969,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU4974,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,,,,,,,,,,,,,,,,,,,,
OTU4991,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata,,unspecified_saprotroph,foliar_endophyte,,foliar_endophyte,,,,partly_aquatic,opportunistic_human_parasite,,yeast,none,none,,,,,,none
OTU4994,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,,,,,,,,,,,,,,,,,,,,,
OTU4995,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5005,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,Kochiomyces dichotomus,,pollen_saprotroph,algal_parasite,,,algal_parasite,pollen,,partly_freshwater_(partly_non-aquatic),,,zoosporic-rhizomycelial_(chytrid-like),zoosporangium,closed,,,,,,zoosporangium
OTU5006,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pleuroascaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5008,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma cavipes,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,,,agaricoid
OTU5012,Fungi,Monoblepharomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5021,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Spirosphaera,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU5022,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU5023,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5024,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU5026,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU5029,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,,,wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed,soil,animal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,,,apothecium_(hymenium_on_surface)
OTU5034,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5037,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium,,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,arthropod_parasite,scale_insects,filamentous_mycelium,,,,,,,,
OTU5043,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Botryotrichum,Botryotrichum domesticum,,unspecified_saprotroph,,litter_saprotroph_some_species,,,,,non-aquatic,,,filamentous_mycelium,none,none,,,,,,none
OTU5047,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,,unspecified_saprotroph,foliar_endophyte,"toxin-producing,animal_parasite_some_species,mycoparasite_some_species",foliar_endophyte,,soil,mold,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU5053,Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,,,unspecified_saprotroph,,,,,,,non-aquatic,,,dimorphic_yeast,,,,,,,,
OTU5055,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Stemphylium paludiscirpi,,plant_pathogen,litter_saprotroph,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,soft_rot,partly_aquatic,,,filamentous_mycelium,,,,,,,soft_rot,
OTU5062,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,dung,animal_material",,non-aquatic,animal_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU5065,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola misera,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU5069,Fungi,Basidiomycota,Cystobasidiomycetes,Naohideales,Naohideaceae,Naohidea,Naohidea sebacea,,mycoparasite,fungal_decomposer,,no_endophytic_capacity,,fungal_material,,non-aquatic,,Ascomycota,dimorphic_yeast,none,none,,,,,,none
OTU5070,Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiaceae,Myriangium,,,animal_parasite,animal_decomposer,,,,animal_material,,non-aquatic,arthropod_parasite,scale_insects,filamentous_mycelium,,,,,,,,
OTU5075,Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,Amyloxenasma,Amyloxenasma allantosporum,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,white_rot,corticioid
OTU5076,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Chaetospermum,,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU5081,Fungi,Ascomycota,Dothideomycetes,,,Pseudoarthrographis,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,filamentous_mycelium,,,,,,,,
OTU5082,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,,,,,,,,,,,,,,,,,,,,,
OTU5083,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5084,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5085,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5086,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Liangia,Liangia sinensis,,,,,,,,,,,,,,,,,,,,
OTU5087,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,,,plant_pathogen,litter_saprotroph,ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species,,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,soil",,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,,,corticioid
OTU5088,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Simocybe,,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU5089,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,,,,,,,,,,,,,,,,,,,,,
OTU5090,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5101,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5103,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,partly_aquatic,animal-associated/opportunistic_human_parasite,,yeast,none,none,,,,,,none
OTU5109,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,,,,,,,,,,,,,,,,,,,,,,,
OTU5112,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5113,Fungi,Ascomycota,Dothideomycetes,,,Pseudoarthrographis,,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,filamentous_mycelium,,,,,,,,
OTU5114,Fungi,Ascomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5116,Fungi,Chytridiomycota,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5122,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scedosporium,Scedosporium boydii,,soil_saprotroph,animal_parasite,,,,"soil,animal_material",,non-aquatic,opportunistic_human_parasite,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU5123,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,,,unspecified_saprotroph,foliar_endophyte,hypervariable,foliar_endophyte,,"leaf/fruit/seed,soil,dung,animal_material",,partly_aquatic,animal-associated/opportunistic_human_parasite,,yeast,,,,,,,,
OTU5130,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5131,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5132,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Geomyces,,,soil_saprotroph,,,,,soil,,partly_aquatic,,,filamentous_mycelium,"cleistothecium_(closed,_spherical)",closed,,,,,,"cleistothecium_(closed,_spherical)"
OTU5144,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Sagenomella,Sagenomella verticillata,,unspecified_saprotroph,,"rock-inhabiting_some_species,animal_parasite_some_species",,,,mold,,opportunistic_human_parasite,,filamentous_mycelium,,,,,,,mold,
OTU5145,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5153,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5157,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,,,,,,,,,,,,,,,,,,,,
OTU5160,Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
OTU5164,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,Rickenella fibula,,plant_pathogen,bryophilous,root-associated_R._minuta,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,mosses,filamentous_mycelium,agaricoid,gills,,,,,,agaricoid
OTU5166,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma stromaticum,,mycoparasite,foliar_endophyte,hypervariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,soil,fungal_material",soft_rot,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,soft_rot,"perithecium_(hymenium_hidden,_narrow_opening)"
OTU5169,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,,,litter_saprotroph,,,,,leaf/fruit/seed,,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,,,,,,,,
OTU5171,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,,,wood_saprotroph,litter_saprotroph,dung_saprotroph_P._coprophila,,,"wood,leaf/fruit/seed",,partly_aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,,,"perithecium_(hymenium_hidden,_narrow_opening)"
